Tribe...1,Tribe...2,cluster,profile length,Gene ID,function,SP ?,SSP,species,iso,tair
27,f27,c40,49,tair10_AT5G36480.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36480
27,f27,c40,49,tair10_AT5G36490.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36490
27,f27,c40,49,tair10_AT5G36500.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36500
27,f27,c40,49,tair10_AT5G36520.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36520
27,f27,c40,49,tair10_AT5G36540.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36540
27,f27,c40,49,tair10_AT5G36550.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36550
27,f27,c40,49,tair10_AT5G36657.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36657
27,f27,c40,49,tair10_AT5G36658.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36658
27,f27,c40,49,tair10_AT5G36659.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36659
27,f27,c40,49,tair10_AT5G36661.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36661
27,f27,c40,49,tair10_AT5G36662.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36662
27,f27,c40,49,tair10_AT5G36738.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36738
27,f27,c40,49,tair10_AT5G36739.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G36739
27,f27,c40,49,tair10_AT5G42895.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G42895
27,f27,c40,49,tair10_AT5G44495.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G44495
27,f27,c40,49,tair10_AT5G48210.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G48210
27,f27,c40,49,tair10_AT5G51105.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G51105
27,f27,c40,49,tair10_AT5G52965.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G52965
27,f27,c40,49,tair10_AT5G52975.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G52975
27,f27,c40,49,tair10_AT5G60945.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G60945
27,f27,c40,49,tair10_AT5G60964.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G60964
28,f28,c651,46,tair10_AT3G05975.1,NA,?,NA,tair10,1,AT3G05975
28,f28,c1433,46,tair10_AT4G23930.1,NA,?,NA,tair10,1,AT4G23930
29,f29,c143,49,tair10_AT1G61255.1,glysin-rich,?,NA,tair10,1,AT1G61255
29,f29,c143,49,tair10_AT1G75550.1,glycine-rich,?,NA,tair10,1,AT1G75550
29,f29,c143,49,tair10_AT2G19000.1,glysin-rich,?,NA,tair10,1,AT2G19000
29,f29,c143,49,tair10_AT4G21620.1,glysin-rich,?,NA,tair10,1,AT4G21620
30,f30,c154,42,tair10_AT1G06980.1,NA,?,NA,tair10,1,AT1G06980
30,f30,c154,42,tair10_AT1G29195.1,NA,NA,NA,tair10,1,AT1G29195
30,f30,c154,42,tair10_AT2G30230.1,NA,?,NA,tair10,1,AT2G30230
31,f31,c158,34,tair10_AT3G06090.1,PIPL2,?,PIP/PIPL,tair10,1,AT3G06090
31,f31,c158,34,tair10_AT4G28460.1,PIP1,?,PIP/PIPL,tair10,1,AT4G28460
31,f31,c158,34,tair10_AT4G37295.1,PIPL3,?,PIP/PIPL,tair10,1,AT4G37295
31,f31,c158,34,tair10_AT5G43066.1,PIPL4,?,PIP/PIPL,tair10,1,AT5G43066
34,f34,c694,42,tair10_AT2G22470.1,arabinogalactan,?,NA,tair10,1,AT2G22470
34,f34,c694,42,tair10_AT4G40090.1,NA,NA,NA,tair10,1,AT4G40090
34,f34,c694,42,tair10_AT5G10430.1,arabinogalactan,?,NA,tair10,1,AT5G10430
34,f34,c694,42,tair10_AT5G65390.1,arabinogalactan,?,NA,tair10,1,AT5G65390
35,f35,c370,28,tair10_AT1G16950.1,CEP2,Y,CEP,tair10,1,AT1G16950
35,f35,c370,28,tair10_AT1G29290.1,CEP2-like,Y,CEP,tair10,1,AT1G29290
35,f35,c370,28,tair10_AT2G40530.1,CEP2-like,Y,CEP,tair10,1,AT2G40530
35,f35,c370,28,tair10_AT5G05300.1,IDA tribe,Y,IDA/IDL,tair10,1,AT5G05300
36,f36,c1887,42,tair10_AT5G60650.1,NA,?,NA,tair10,1,AT5G60650
45,f45,c232,36,tair10_AT1G17700.1,NA,NA,NA,tair10,1,AT1G17700
45,f45,c232,36,tair10_AT3G13720.1,NA,NA,NA,tair10,1,AT3G13720
45,f45,c232,36,tair10_AT4G29658.1,NA,NA,NA,tair10,1,AT4G29658
45,f45,c232,36,tair10_AT5G56230.1,NA,NA,NA,tair10,1,AT5G56230
48,f48,c2127,41,tair10_AT2G41390.1,NA,?,NA,tair10,1,AT2G41390
48,f48,c2127,41,tair10_AT2G41400.1,NA,?,NA,tair10,1,AT2G41400
48,f48,c2127,41,tair10_AT5G05020.1,NA,?,NA,tair10,1,AT5G05020
53,f53,c57,27,tair10_AT1G13590.1,PSK1,Y,NA,tair10,1,AT1G13590
53,f53,c57,27,tair10_AT2G22860.1,PSK2,Y,NA,tair10,1,AT2G22860
53,f53,c57,27,tair10_AT2G22942.1,PSK-related,Y,PSK,tair10,1,AT2G22942
53,f53,c57,27,tair10_AT3G44735.1,PSK3,Y,NA,tair10,1,AT3G44735
53,f53,c57,27,tair10_AT3G49780.1,PSK4,Y,PSK,tair10,1,AT3G49780
53,f53,c57,27,tair10_AT4G37720.1,PSK6,Y,PSK,tair10,1,AT4G37720
53,f53,c57,27,tair10_AT5G65870.1,PSK5,Y,PSK,tair10,1,AT5G65870
54,f54,c534,41,tair10_AT3G09280.1,NA,?,NA,tair10,1,AT3G09280
57,f57,c930,50,tair10_AT2G36145.1,NA,NA,NA,tair10,1,AT2G36145
59,f59,c36,44,tair10_AT1G17800.1,"copper ion binding, electron transport - uclacyanin/basic blue protein",N,NA,tair10,1,AT1G17800
59,f59,c36,44,tair10_AT2G02850.1,"copper ion binding, electron transport - uclacyanin/basic blue protein",N,NA,tair10,1,AT2G02850
59,f59,c2843,50,tair10_AT4G12880.1,"copper ion binding, electron transport - uclacyanin/basic blue protein",N,NA,tair10,1,AT4G12880
60,f60,c420,25,tair10_AT1G31772.1,NA,NA,NA,tair10,1,AT1G31772
61,f61,c312,29,tair10_AT4G28290.1,NA,?,NA,tair10,1,AT4G28290
61,f61,c312,29,tair10_AT5G42110.1,NA,NA,NA,tair10,1,AT5G42110
62,f62,c790,38,tair10_AT1G23965.1,NA,NA,NA,tair10,1,AT1G23965
64,f64,c32,42,tair10_AT1G03700.1,integral membrane family protein,N,NA,tair10,1,AT1G03700
64,f64,c32,42,tair10_AT1G79780.1,NA,NA,NA,tair10,1,AT1G79780
64,f64,c472,47,tair10_AT2G39518.1,integral membrane family protein,N,NA,tair10,1,AT2G39518
64,f64,c472,47,tair10_AT2G39530.1,integral membrane family protein,N,NA,tair10,1,AT2G39530
64,f64,c32,42,tair10_AT4G03540.1,integral membrane family protein,N,NA,tair10,1,AT4G03540
64,f64,c32,42,tair10_AT4G15610.1,NA,NA,NA,tair10,1,AT4G15610
64,f64,c32,42,tair10_AT4G15620.1,NA,NA,NA,tair10,1,AT4G15620
64,f64,c32,42,tair10_AT4G15630.1,NA,NA,NA,tair10,1,AT4G15630
64,f64,c32,42,tair10_AT4G16442.1,integral membrane family protein,N,NA,tair10,1,AT4G16442
64,f64,c32,42,tair10_AT4G20390.1,integral membrane family protein,N,NA,tair10,1,AT4G20390
64,f64,c32,42,tair10_AT4G25040.1,NA,NA,NA,tair10,1,AT4G25040
64,f64,c32,42,tair10_AT4G25830.1,integral membrane family protein,N,NA,tair10,1,AT4G25830
64,f64,c32,42,tair10_AT5G15290.1,NA,NA,NA,tair10,1,AT5G15290
64,f64,c32,42,tair10_AT5G44550.1,integral membrane family protein,N,NA,tair10,1,AT5G44550
71,f71,c383,41,tair10_AT1G47540.1,trypsin inhibitor,N,NA,tair10,1,AT1G47540
71,f71,c383,41,tair10_AT2G22805.1,defensin-like,? in both,NA,tair10,1,AT2G22805
71,f71,c383,41,tair10_AT2G22807.1,defensin-like,? in both,NA,tair10,1,AT2G22807
71,f71,c383,41,tair10_AT2G22941.1,defensin-like,? in both,NA,tair10,1,AT2G22941
71,f71,c383,41,tair10_AT2G43510.1,trypsin inhibitor,N,NA,tair10,1,AT2G43510
71,f71,c383,41,tair10_AT2G43520.1,trypsin inhibitor,N,NA,tair10,1,AT2G43520
71,f71,c383,41,tair10_AT2G43530.1,trypsin inhibitor,N,NA,tair10,1,AT2G43530
71,f71,c383,41,tair10_AT2G43535.1,trypsin inhibitor,N,NA,tair10,1,AT2G43535
71,f71,c383,41,tair10_AT2G43550.1,trypsin inhibitor,N,NA,tair10,1,AT2G43550
72,f72,c490,48,tair10_AT4G22210.1,defensin-like,? in both,NA,tair10,1,AT4G22210
72,f72,c490,48,tair10_AT4G22212.1,defensin-like,? in both,NA,tair10,1,AT4G22212
72,f72,c490,48,tair10_AT4G22214.1,NA,NA,NA,tair10,1,AT4G22214
72,f72,c490,48,tair10_AT4G22217.1,NA,NA,NA,tair10,1,AT4G22217
72,f72,c490,48,tair10_AT4G22230.1,defensin-like,? in both,NA,tair10,1,AT4G22230
72,f72,c490,48,tair10_AT4G22235.1,defensin-like,? in both,NA,tair10,1,AT4G22235
74,f74,c43,23,tair10_AT1G07175.1,PSY tribe,Y,PSY,tair10,1,AT1G07175
74,f74,c43,23,tair10_AT1G74458.1,PSY tribe,Y,PSY,tair10,1,AT1G74458
74,f74,c43,23,tair10_AT2G29995.1,PSY tribe,Y,PSY,tair10,1,AT2G29995
74,f74,c43,23,tair10_AT3G47295.1,PSY tribe,Y,PSY,tair10,1,AT3G47295
74,f74,c43,23,tair10_AT3G47510.1,PSY tribe,Y,PSY,tair10,1,AT3G47510
74,f74,c43,23,tair10_AT5G53486.1,PSY tribe,Y,PSY,tair10,1,AT5G53486
74,f74,c43,23,tair10_AT5G58650.1,PSY1,Y,PSY,tair10,1,AT5G58650
77,f77,c62,40,tair10_AT1G13380.1,NA,?,NA,tair10,1,AT1G13380
77,f77,c62,40,tair10_AT1G52910.1,NA,?,NA,tair10,1,AT1G52910
77,f77,c62,40,tair10_AT1G61065.1,NA,?,NA,tair10,1,AT1G61065
77,f77,c62,40,tair10_AT3G15480.1,NA,?,NA,tair10,1,AT3G15480
77,f77,c62,40,tair10_AT4G27435.1,NA,?,NA,tair10,1,AT4G27435
88,f88,c100,42,tair10_AT1G65295.1,NA,?,NA,tair10,1,AT1G65295
88,f88,c100,42,tair10_AT5G01015.1,NA,?,NA,tair10,1,AT5G01015
91,f91,c1012,37,tair10_AT3G07460.1,NA,?,NA,tair10,1,AT3G07460
93,f93,c1014,50,tair10_AT1G31170.1,sulfiredoxin,N,NA,tair10,1,AT1G31170
99,f99,c101,46,tair10_AT1G05785.1,NA,NA,NA,tair10,1,AT1G05785
99,f99,c101,46,tair10_AT3G03180.1,NA,NA,NA,tair10,1,AT3G03180
99,f99,c101,46,tair10_AT3G49420.1,NA,NA,NA,tair10,1,AT3G49420
99,f99,c101,46,tair10_AT5G01430.1,NA,NA,NA,tair10,1,AT5G01430
103,f103,c1023,49,tair10_AT1G24450.1,RNA binding / ribonuclease III,N,NA,tair10,1,AT1G24450
104,f104,c1024,48,tair10_AT1G55670.1,NA,NA,NA,tair10,1,AT1G55670
107,f107,c1028,49,tair10_ATCG00070.1,NA,NA,NA,tair10,1,ATCG00070
111,f111,c1031,40,tair10_AT5G60335.1,NA,NA,NA,tair10,1,AT5G60335
126,f126,c1047,46,tair10_AT4G27140.1,storage protein,N,NA,tair10,1,AT4G27140
126,f126,c1047,46,tair10_AT4G27150.1,storage protein,N,NA,tair10,1,AT4G27150
126,f126,c1047,46,tair10_AT4G27160.1,storage protein,N,NA,tair10,1,AT4G27160
126,f126,c1047,46,tair10_AT4G27170.1,storage protein,N,NA,tair10,1,AT4G27170
126,f126,c1047,46,tair10_AT5G54740.1,storage protein,N,NA,tair10,1,AT5G54740
129,f129,c104,47,tair10_AT3G44280.1,hyaluronan mediated motility receptor-related,N,NA,tair10,1,AT3G44280
129,f129,c104,47,tair10_AT5G06265.1,hyaluronan mediated motility receptor-related,N,NA,tair10,1,AT5G06265
129,f129,c104,47,tair10_AT5G22280.1,hyaluronan mediated motility receptor-related,N,NA,tair10,1,AT5G22280
132,f132,c1052,49,tair10_AT1G28250.1,NA,NA,NA,tair10,1,AT1G28250
147,f147,c1067,27,tair10_AT2G07739.1,mitochondrion,N,NA,tair10,1,AT2G07739
147,f147,c1067,27,tair10_ATMG00370.1,mitochondrion,N,NA,tair10,1,ATMG00370
150,f150,c106,47,tair10_AT3G29970.1,NA,NA,NA,tair10,1,AT3G29970
150,f150,c106,47,tair10_AT3G48140.1,senescence associated,?,NA,tair10,1,AT3G48140
173,f173,c1090,34,tair10_ATCG00220.1,plast,N,NA,tair10,1,ATCG00220
184,f184,c10,38,tair10_AT1G07747.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT1G07747
184,f184,c10,38,tair10_AT1G43665.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT1G43665
184,f184,c10,38,tair10_AT1G43666.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT1G43666
184,f184,c10,38,tair10_AT1G43667.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT1G43667
184,f184,c10,38,tair10_AT1G48750.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT1G48750
184,f184,c10,38,tair10_AT1G66850.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT1G66850
184,f184,c10,38,tair10_AT1G73780.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT1G73780
184,f184,c10,38,tair10_AT1G76965.1,NA,NA,NA,tair10,1,AT1G76965
184,f184,c10,38,tair10_AT2G14846.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT2G14846
184,f184,c10,38,tair10_AT2G16592.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT2G16592
184,f184,c10,38,tair10_AT2G16594.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT2G16594
184,f184,c10,38,tair10_AT3G07450.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT3G07450
184,f184,c10,38,tair10_AT3G11825.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT3G11825
184,f184,c10,38,tair10_AT3G18280.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT3G18280
184,f184,c10,38,tair10_AT3G29152.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT3G29152
184,f184,c10,38,tair10_AT3G52130.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT3G52130
184,f184,c10,38,tair10_AT3G57310.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT3G57310
184,f184,c10,38,tair10_AT3G59455.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT3G59455
184,f184,c10,38,tair10_AT4G12825.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT4G12825
184,f184,c10,38,tair10_AT5G38160.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G38160
184,f184,c10,38,tair10_AT5G38170.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G38170
184,f184,c10,38,tair10_AT5G38180.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G38180
184,f184,c10,38,tair10_AT5G38195.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G38195
184,f184,c10,38,tair10_AT5G38197.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G38197
184,f184,c10,38,tair10_AT5G55410.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G55410
184,f184,c10,38,tair10_AT5G55450.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G55450
184,f184,c10,38,tair10_AT5G55460.1,"protease inhibitor, seed storage, lipid transfer proteins",N,NA,tair10,1,AT5G55460
185,f185,c1100,44,tair10_AT5G07475.1,plastocyanin-like,N,NA,tair10,1,AT5G07475
195,f195,c110,23,tair10_AT1G47485.1,CEP1,Y,CEP,tair10,1,AT1G47485
195,f195,c110,23,tair10_AT1G59835.1,CEP1-like,Y,CEP,tair10,1,AT1G59835
195,f195,c110,23,tair10_AT2G23440.1,CEP1-like,Y,CEP,tair10,1,AT2G23440
195,f195,c110,23,tair10_AT2G35612.1,CEP1-like,Y,CEP,tair10,1,AT2G35612
195,f195,c110,23,tair10_AT5G66815.1,CEP1-like,Y,CEP,tair10,1,AT5G66815
195,f195,c110,23,tair10_AT5G66816.1,CEP1 tribe,Y,CEP,tair10,1,AT5G66816
202,f202,c1117,38,tair10_AT5G39370.1,NA,NA,NA,tair10,1,AT5G39370
204,f204,c1119,43,tair10_AT1G74520.1,NA,NA,NA,tair10,1,AT1G74520
204,f204,c1119,43,tair10_AT2G42820.1,NA,NA,NA,tair10,1,AT2G42820
205,f205,c111,28,tair10_AT1G23050.1,hydroxyP-rich glycoprotein/plastocyanin-like,N,NA,tair10,1,AT1G23050
205,f205,c111,28,tair10_AT1G70985.1,hydroxyP-rich glycoprotein/plastocyanin-like,N,NA,tair10,1,AT1G70985
205,f205,c111,28,tair10_AT3G06750.1,hydroxyP-rich glycoprotein/plastocyanin-like,N,NA,tair10,1,AT3G06750
205,f205,c111,28,tair10_AT4G16140.1,hydroxyP-rich glycoprotein/plastocyanin-like,N,NA,tair10,1,AT4G16140
205,f205,c111,28,tair10_AT5G11990.1,hydroxyP-rich glycoprotein/plastocyanin-like,N,NA,tair10,1,AT5G11990
205,f205,c111,28,tair10_AT5G49280.1,hydroxyP-rich glycoprotein/plastocyanin-like,N,NA,tair10,1,AT5G49280
216,f216,c1130,40,tair10_AT1G49260.1,NA,?,NA,tair10,1,AT1G49260
221,f221,c1135,47,tair10_AT1G62000.1,NA,?,NA,tair10,1,AT1G62000
221,f221,c1135,47,tair10_AT1G62060.1,NA,?,NA,tair10,1,AT1G62060
221,f221,c1135,47,tair10_AT1G62080.1,NA,?,NA,tair10,1,AT1G62080
221,f221,c1135,47,tair10_AT1G62220.1,NA,?,NA,tair10,1,AT1G62220
226,f226,c113,47,tair10_AT1G04340.1,lesion inducing protein,?,NA,tair10,1,AT1G04340
226,f226,c113,47,tair10_AT3G23175.1,NA,NA,NA,tair10,1,AT3G23175
226,f226,c113,47,tair10_AT4G14420.1,lesion inducing protein,?,NA,tair10,1,AT4G14420
226,f226,c113,47,tair10_AT5G43460.1,lesion inducing protein,?,NA,tair10,1,AT5G43460
227,f227,c1140,38,tair10_AT3G11591.1,NA,?,NA,tair10,1,AT3G11591
229,f229,c1142,46,tair10_AT2G37195.1,NA,?,NA,tair10,1,AT2G37195
230,f230,c1143,33,tair10_AT3G18510.1,NA,NA,NA,tair10,1,AT3G18510
237,f237,c114,35,tair10_AT2G41225.1,NA,?,NA,tair10,1,AT2G41225
237,f237,c114,35,tair10_AT2G41230.1,NA,NA,NA,tair10,1,AT2G41230
237,f237,c114,35,tair10_AT4G14315.1,NA,?,NA,tair10,1,AT4G14315
244,f244,c1156,42,tair10_AT1G07135.1,glycine-rich,?,NA,tair10,1,AT1G07135
244,f244,c1156,42,tair10_AT3G04640.1,glycine-rich,?,NA,tair10,1,AT3G04640
245,f245,c1157,48,tair10_AT2G01400.1,NA,?,NA,tair10,1,AT2G01400
247,f247,c1159,24,tair10_AT2G31005.1,NA,NA,NA,tair10,1,AT2G31005
248,f248,c115,28,tair10_AT1G10717.1,MEG-related,?,NA,tair10,1,AT1G10717
248,f248,c115,28,tair10_AT1G10745.1,MEG-related,?,NA,tair10,1,AT1G10745
248,f248,c115,28,tair10_AT1G10747.1,MEG-related,?,NA,tair10,1,AT1G10747
248,f248,c115,28,tair10_AT1G27135.1,MEG-related,?,NA,tair10,1,AT1G27135
248,f248,c115,28,tair10_AT2G41415.1,MEG-related,?,NA,tair10,1,AT2G41415
248,f248,c115,28,tair10_AT5G50345.1,MEG-related,?,NA,tair10,1,AT5G50345
248,f248,c115,28,tair10_AT5G61605.1,MEG-related,?,NA,tair10,1,AT5G61605
259,f259,c116,29,tair10_AT1G49000.1,NA,NA,NA,tair10,1,AT1G49000
259,f259,c116,29,tair10_AT3G14760.1,NA,NA,NA,tair10,1,AT3G14760
259,f259,c116,29,tair10_AT3G18560.1,NA,NA,NA,tair10,1,AT3G18560
275,f275,c1187,28,tair10_AT3G13175.1,NA,?,NA,tair10,1,AT3G13175
288,f288,c1199,49,tair10_AT2G03420.1,NA,NA,NA,tair10,1,AT2G03420
290,f290,c11,45,tair10_AT1G10588.1,GASA-related,Y,GASA,tair10,1,AT1G10588
290,f290,c11,45,tair10_AT1G22690.1,GASA09,Y,GASA,tair10,1,AT1G22690
290,f290,c11,45,tair10_AT1G74670.1,GASA06,Y,GASA,tair10,1,AT1G74670
290,f290,c11,45,tair10_AT1G75750.1,GASA01,Y,GASA,tair10,1,AT1G75750
290,f290,c11,45,tair10_AT2G14900.1,GASA07,Y,GASA,tair10,1,AT2G14900
290,f290,c11,45,tair10_AT2G18420.1,GASA11,Y,GASA,tair10,1,AT2G18420
290,f290,c11,45,tair10_AT2G30810.1,GASA12,Y,GASA,tair10,1,AT2G30810
290,f290,c11,45,tair10_AT2G39540.1,GASA08,Y,GASA,tair10,1,AT2G39540
290,f290,c11,45,tair10_AT3G02885.1,GASA05,Y,GASA,tair10,1,AT3G02885
290,f290,c11,45,tair10_AT3G10185.1,GASA13,Y,GASA,tair10,1,AT3G10185
290,f290,c11,45,tair10_AT4G09600.1,GASA03,Y,GASA,tair10,1,AT4G09600
290,f290,c11,45,tair10_AT4G09610.1,GASA02,Y,GASA,tair10,1,AT4G09610
290,f290,c11,45,tair10_AT5G15230.1,GASA04,Y,GASA,tair10,1,AT5G15230
290,f290,c11,45,tair10_AT5G59845.1,GASA10,Y,GASA,tair10,1,AT5G59845
298,f298,c1207,37,tair10_AT2G03040.1,NA,?,NA,tair10,1,AT2G03040
299,f299,c1208,37,tair10_AT2G14247.1,NA,NA,NA,tair10,1,AT2G14247
299,f299,c1208,37,tair10_AT4G33666.1,NA,NA,NA,tair10,1,AT4G33666
309,f309,c1218,37,tair10_AT1G79390.1,NA,NA,NA,tair10,1,AT1G79390
312,f312,c1221,50,tair10_AT5G40950.1,NA,NA,NA,tair10,1,AT5G40950
313,f313,c1222,37,tair10_AT5G06380.1,NA,NA,NA,tair10,1,AT5G06380
316,f316,c1225,43,tair10_AT1G68238.1,NA,NA,NA,tair10,1,AT1G68238
316,f316,c1225,43,tair10_AT3G18250.1,NA,NA,NA,tair10,1,AT3G18250
322,f322,c1231,46,tair10_AT1G50080.1,NA,NA,NA,tair10,1,AT1G50080
322,f322,c1231,46,tair10_AT2G19146.1,NA,NA,NA,tair10,1,AT2G19146
322,f322,c1231,46,tair10_AT4G10613.1,NA,NA,NA,tair10,1,AT4G10613
329,f329,c1239,44,tair10_AT5G03120.1,NA,NA,NA,tair10,1,AT5G03120
332,f332,c1242,25,tair10_AT1G13607.1,defensin-like,? in both,NA,tair10,1,AT1G13607
332,f332,c1242,25,tair10_AT1G13608.1,defensin-like,? in both,NA,tair10,1,AT1G13608
332,f332,c1242,25,tair10_AT1G13609.1,defensin-like,? in both,NA,tair10,1,AT1G13609
332,f332,c1242,25,tair10_AT1G47317.1,defensin-like,? in both,NA,tair10,1,AT1G47317
344,f344,c1254,50,tair10_AT3G44890.1,NA,NA,NA,tair10,1,AT3G44890
346,f346,c1256,42,tair10_AT5G35870.1,NA,NA,NA,tair10,1,AT5G35870
346,f346,c1256,42,tair10_AT5G55650.1,NA,NA,NA,tair10,1,AT5G55650
357,f357,c1268,42,tair10_AT5G05950.1,NA,NA,NA,tair10,1,AT5G05950
359,f359,c126,26,tair10_AT1G76750.1,ECA1 gametogenesis related,?,NA,tair10,1,AT1G76750
359,f359,c126,26,tair10_AT2G21740.1,ECA1 gametogenesis related,?,NA,tair10,1,AT2G21740
359,f359,c126,26,tair10_AT2G21750.1,ECA1 gametogenesis related,?,NA,tair10,1,AT2G21750
359,f359,c126,26,tair10_AT4G39340.1,ECA1 gametogenesis related,?,NA,tair10,1,AT4G39340
359,f359,c126,26,tair10_AT5G64720.1,ECA1 gametogenesis related,?,NA,tair10,1,AT5G64720
372,f372,c1283,33,tair10_AT1G22885.1,NA,?,NA,tair10,1,AT1G22885
372,f372,c1283,33,tair10_AT1G22890.1,NA,?,NA,tair10,1,AT1G22890
372,f372,c1283,33,tair10_AT5G44568.1,NA,?,NA,tair10,1,AT5G44568
379,f379,c128,28,tair10_AT5G20650.1,copper transporter,N,NA,tair10,1,AT5G20650
383,f383,c1293,40,tair10_AT3G45020.1,ribosomal protein,N,NA,tair10,1,AT3G45020
388,f388,c1298,46,tair10_AT2G04622.1,NA,?,NA,tair10,1,AT2G04622
388,f388,c1298,46,tair10_AT3G03826.1,NA,?,NA,tair10,1,AT3G03826
388,f388,c1298,46,tair10_AT3G03828.1,NA,?,NA,tair10,1,AT3G03828
388,f388,c1298,46,tair10_AT5G43695.1,NA,?,NA,tair10,1,AT5G43695
390,f390,c129,50,tair10_AT1G02620.1,GTP-binding,N,NA,tair10,1,AT1G02620
390,f390,c129,50,tair10_AT1G09180.1,GTP-binding,N,NA,tair10,1,AT1G09180
390,f390,c129,50,tair10_AT1G56330.1,GTP-binding,N,NA,tair10,1,AT1G56330
390,f390,c129,50,tair10_AT3G62560.1,GTP-binding,N,NA,tair10,1,AT3G62560
390,f390,c129,50,tair10_AT4G02080.1,GTP-binding,N,NA,tair10,1,AT4G02080
394,f394,c1302,49,tair10_AT1G68590.1,NA,NA,NA,tair10,1,AT1G68590
397,f397,c1305,50,tair10_AT5G10700.1,NA,NA,NA,tair10,1,AT5G10700
399,f399,c1307,45,tair10_AT3G22210.1,NA,?,NA,tair10,1,AT3G22210
402,f402,c130,39,tair10_AT1G12390.1,integral membrane protein of COPII-coated ER-derived vesicles,?,NA,tair10,1,AT1G12390
402,f402,c130,39,tair10_AT1G62880.1,integral membrane protein of COPII-coated ER-derived vesicles,?,NA,tair10,1,AT1G62880
402,f402,c130,39,tair10_AT3G12180.1,integral membrane protein of COPII-coated ER-derived vesicles,?,NA,tair10,1,AT3G12180
402,f402,c130,39,tair10_AT4G12090.1,integral membrane protein of COPII-coated ER-derived vesicles,?,NA,tair10,1,AT4G12090
408,f408,c1315,49,tair10_AT5G21910.1,"copper ion binding, electron transport - uclacyanin/basic blue protein",N,NA,tair10,1,AT5G21910
413,f413,c131,36,tair10_AT2G22170.1,lipid-associated,? in both,NA,tair10,1,AT2G22170
413,f413,c131,36,tair10_AT4G39730.1,lipid-associated,? in both,NA,tair10,1,AT4G39730
418,f418,c1324,47,tair10_AT1G30972.1,thionin,? in both,NA,tair10,1,AT1G30972
418,f418,c1324,47,tair10_AT1G30974.1,thionin,? in both,NA,tair10,1,AT1G30974
446,f446,c1354,15,tair10_AT5G53710.1,NA,?,NA,tair10,1,AT5G53710
460,f460,c1367,30,tair10_AT5G07550.1,NA,?,NA,tair10,1,AT5G07550
460,f460,c1367,30,tair10_AT5G07571.1,NA,NA,NA,tair10,1,AT5G07571
