Tribe,Tribe,cluster,profile length,Gene ID,function,SP ?,SSP
841,f841,c1725,42,TIGR6.1_LOC_Os01g71170.1,,,
842,f842,c1726,33,maize_GRMZM2G528043_P01,,,
842,f842,c1726,33,maize_GRMZM2G546711_P01,,,
842,f842,c1726,33,maize_GRMZM2G575304_P01,,,
843,f843,c1728,47,maize_GRMZM5G866884_P02,,,
843,f843,c1728,47,RAP2_Os08t0528601-00,,,
843,f843,c1728,47,TIGR6.1_LOC_Os08g41680.1,,,
844,f844,c1729,38,maize_GRMZM2G367228_P01,,,
844,f844,c1729,38,maize_GRMZM2G376618_P01,,,
844,f844,c1729,38,maize_GRMZM2G457612_P01,,,
845,f845,c172,35,maize_GRMZM2G071360_P01,,,
845,f845,c172,35,maize_GRMZM2G163296_P01,,,
845,f845,c172,35,POPTR_0002s21450.1,,,
845,f845,c172,35,POPTR_0005s04030.1,,,
845,f845,c172,35,POPTR_0006s20200.1,,,
845,f845,c172,35,POPTR_0013s02790.1,,,
845,f845,c172,35,POPTR_0018s11940.1,,,
845,f845,c172,35,RAP2_Os03t0777500-01,,,
845,f845,c172,35,RAP2_Os04t0501800-00,,,
845,f845,c172,35,tair10_AT1G05070.1,,?,
845,f845,c172,35,tair10_AT2G24290.1,,?,
845,f845,c172,35,tair10_AT2G32580.1,,?,
845,f845,c172,35,tair10_AT4G04360.1,,,
845,f845,c172,35,tair10_AT4G30996.1,,?,
845,f845,c172,35,TIGR6.1_LOC_Os03g56610.1,,,
845,f845,c172,35,TIGR6.1_LOC_Os04g42340.1,,,
845,f845,c172,35,vitis_VV00G22655,,,
845,f845,c172,35,vitis_VV00G54965,,,
846,f846,c1730,22,maize_GRMZM2G113548_P01,,,
846,f846,c1730,22,maize_GRMZM2G154975_P01,,,
846,f846,c1730,22,maize_GRMZM2G517934_P01,,,
847,f847,c1731,29,tair10_AT1G53282.1,thionin,? in both,
847,f847,c1731,29,tair10_AT1G53285.1,,?,
847,f847,c1731,29,tair10_AT3G48205.1,thionin/stigma specific,? in both,
848,f848,c1732,47,tair10_AT2G06166.1,defensin-like,? in both,
848,f848,c1732,47,tair10_AT4G17713.1,defensin-like,? in both,
848,f848,c1732,47,tair10_AT4G17718.1,defensin-like,? in both,
849,f849,c1733,50,maize_GRMZM2G043500_P01,,,
849,f849,c1733,50,RAP2_Os02t0125000-01,,,
849,f849,c1733,50,TIGR6.1_LOC_Os02g03250.1,,,
850,f850,c1734,47,maize_GRMZM2G163877_P01,,,
850,f850,c1734,47,tair10_AT5G47130.1,Bax inhibitor-1,N,
850,f850,c1734,47,TIGR6.1_LOC_Os02g03280.3,,,
851,f851,c1735,41,POPTR_0004s24320.1,,,
851,f851,c1735,41,tair10_AT1G31720.1,,,
851,f851,c1735,41,vitis_VV16G02300,,,
852,f852,c1736,38,maize_GRMZM2G019284_P01,,,
852,f852,c1736,38,maize_GRMZM5G815588_P01,,,
852,f852,c1736,38,TIGR6.1_LOC_Os02g03560.1,,,
853,f853,c1737,38,tair10_AT1G21395.1,thionin,? in both,
853,f853,c1737,38,tair10_AT2G26865.1,thionin,? in both,
853,f853,c1737,38,tair10_AT2G36724.1,thionin,? in both,
854,f854,c1738,50,maize_GRMZM2G059502_P01,,,
854,f854,c1738,50,maize_GRMZM2G059502_P03,,,
854,f854,c1738,50,maize_GRMZM2G059502_P04,,,
855,f855,c1739,42,maize_AC186323.3_FGP008,,,
855,f855,c1739,42,maize_GRMZM2G120008_P01,,,
855,f855,c1739,42,maize_GRMZM2G700896_P01,,,
856,f856,c173,20,maize_GRMZM2G000593_P01,,,
856,f856,c173,20,maize_GRMZM2G000593_P02,,,
856,f856,c173,20,maize_GRMZM2G000593_P04,,,
856,f856,c173,20,maize_GRMZM2G000593_P05,,,
856,f856,c173,20,maize_GRMZM2G002678_P03,,,
856,f856,c173,20,maize_GRMZM2G002678_P04,,,
856,f856,c173,20,maize_GRMZM2G010765_P03,,,
856,f856,c173,20,maize_GRMZM2G083488_P01,,,
856,f856,c173,20,maize_GRMZM2G100925_P01,,,
856,f856,c173,20,maize_GRMZM2G151513_P01,,,
856,f856,c173,20,maize_GRMZM2G163413_P01,,,
856,f856,c173,20,maize_GRMZM2G514752_P01,,,
856,f856,c173,20,POPTR_0014s15130.1,,,
856,f856,c173,20,RAP2_Os05t0554000-01,,,
856,f856,c173,20,RAP2_Os11t0220350-00,,,
856,f856,c173,20,RAP2_Os12t0125500-01,,,
856,f856,c173,20,TIGR6.1_LOC_Os02g57580.1,,,
856,f856,c173,20,vitis_VV00G45885,,,
857,f857,c1740,42,RAP2_Os06t0591200-01,,,
857,f857,c1740,42,RAP2_Os06t0591400-01,,,
857,f857,c1740,42,TIGR6.1_LOC_Os06g39110.1,,,
858,f858,c1741,18,maize_GRMZM2G418395_P01,,,
858,f858,c1741,18,maize_GRMZM5G805504_P01,,,
858,f858,c1741,18,TIGR6.1_LOC_Os11g06470.1,,,
859,f859,c1742,50,RAP2_Os02t0163500-01,,,
859,f859,c1742,50,TIGR6.1_LOC_Os02g06770.1,,,
859,f859,c1742,50,TIGR6.1_LOC_Os02g06770.2,,,
860,f860,c1743,44,maize_AC191393.3_FGP011,,,
860,f860,c1743,44,maize_AC203042.3_FGP010,,,
860,f860,c1743,44,RAP2_Os11t0570700-00,,,
861,f861,c1745,26,RAP2_Os06t0672801-01,,,
861,f861,c1745,26,TIGR6.1_LOC_Os06g46065.1,,,
861,f861,c1745,26,TIGR6.1_LOC_Os06g46120.1,,,
862,f862,c1746,46,maize_GRMZM2G070375_P01,,,
862,f862,c1746,46,maize_GRMZM2G079669_P01,,,
862,f862,c1746,46,vitis_VV00G05985,,,
863,f863,c1747,47,maize_GRMZM2G090114_P01,,,
863,f863,c1747,47,maize_GRMZM2G099496_P01,,,
863,f863,c1747,47,maize_GRMZM2G336694_P01,,,
864,f864,c1748,25,maize_GRMZM2G029948_P01,,,
864,f864,c1748,25,maize_GRMZM2G139850_P01,,,
864,f864,c1748,25,vitis_VV15G04480,,,
865,f865,c1749,38,tair10_AT4G27652.1,,?,
865,f865,c1749,38,tair10_AT4G27657.1,,?,
865,f865,c1749,38,tair10_AT5G54145.1,,?,
866,f866,c174,44,maize_GRMZM2G018462_P01,,,
866,f866,c174,44,maize_GRMZM2G018462_P02,,,
866,f866,c174,44,maize_GRMZM2G133941_P01,,,
866,f866,c174,44,maize_GRMZM2G133941_P02,,,
866,f866,c174,44,maize_GRMZM2G172413_P01,,,
866,f866,c174,44,maize_GRMZM2G317098_P01,,,
866,f866,c174,44,maize_GRMZM5G870080_P01,,,
866,f866,c174,44,RAP2_Os04t0606700-01,,,
866,f866,c174,44,RAP2_Os08t0230000-01,,,
866,f866,c174,44,tair10_AT1G16840.1,,,
866,f866,c174,44,tair10_AT1G16840.2,,,
866,f866,c174,44,tair10_AT1G16840.3,,,
866,f866,c174,44,tair10_AT1G16840.4,,,
866,f866,c174,44,tair10_AT1G78890.1,,,
866,f866,c174,44,TIGR6.1_LOC_Os04g51770.1,,,
866,f866,c174,44,TIGR6.1_LOC_Os04g51770.2,,,
866,f866,c174,44,TIGR6.1_LOC_Os08g13320.1,,,
866,f866,c174,44,vitis_VV00G17650,,,
867,f867,c1750,22,maize_AC196710.3_FGP009,,,
867,f867,c1750,22,maize_AC196710.3_FGP013,,,
867,f867,c1750,22,maize_GRMZM2G539275_P01,,,
868,f868,c1751,31,maize_GRMZM2G050641_P02,,,
868,f868,c1751,31,maize_GRMZM2G050641_P04,,,
868,f868,c1751,31,vitis_VV04G16250,,,
869,f869,c1752,22,maize_GRMZM2G021459_P01,,,
869,f869,c1752,22,maize_GRMZM2G392224_P01,,,
869,f869,c1752,22,RAP2_Os01t0727200-00,,,
870,f870,c1753,24,maize_GRMZM2G310115_P05,,,
870,f870,c1753,24,POPTR_0004s21480.1,,,
870,f870,c1753,24,tair10_AT1G20590.1,,,
871,f871,c1754,38,POPTR_0001s09280.1,,,
871,f871,c1754,38,POPTR_0018s02710.1,,,
871,f871,c1754,38,RAP2_Os11t0284900-01,,,
872,f872,c1755,34,maize_GRMZM2G072621_P01,,,
872,f872,c1755,34,maize_GRMZM2G141152_P01,,,
872,f872,c1755,34,maize_GRMZM2G141152_P02,,,
873,f873,c1756,24,maize_GRMZM2G700048_P01,,,
873,f873,c1756,24,RAP2_Os03t0231400-01,,,
873,f873,c1756,24,RAP2_Os08t0167901-00,,,
874,f874,c1757,19,maize_GRMZM2G041046_P01,,,
874,f874,c1757,19,maize_GRMZM2G097018_P01,,,
874,f874,c1757,19,maize_GRMZM2G112564_P01,,,
875,f875,c1758,32,POPTR_0006s01110.1,,,
875,f875,c1758,32,RAP2_Os11t0258400-01,,,
875,f875,c1758,32,tair10_AT1G12064.1,,?,
876,f876,c1759,33,RAP2_Os03t0660100-00,,,
876,f876,c1759,33,RAP2_Os12t0144400-00,,,
876,f876,c1759,33,TIGR6.1_LOC_Os03g45790.1,,,
877,f877,c175,50,maize_GRMZM2G093761_P01,,,
877,f877,c175,50,maize_GRMZM2G093761_P03,,,
877,f877,c175,50,maize_GRMZM2G093761_P04,,,
877,f877,c175,50,maize_GRMZM2G434533_P01,,,
877,f877,c175,50,maize_GRMZM2G434533_P02,,,
877,f877,c175,50,maize_GRMZM5G851654_P01,,,
877,f877,c175,50,POPTR_0006s21600.1,,,
877,f877,c175,50,POPTR_0016s06810.1,,,
877,f877,c175,50,RAP2_Os03t0788200-01,,,
877,f877,c175,50,RAP2_Os07t0159800-01,,,
877,f877,c175,50,tair10_AT3G11780.1,MD-2-related lipid recognition domain-containing,N,
877,f877,c175,50,tair10_AT3G11780.2,,,
877,f877,c175,50,tair10_AT3G44100.1,MD-2-related lipid recognition domain-containing,N,
877,f877,c175,50,tair10_AT5G06480.1,MD-2-related lipid recognition domain-containing,N,
877,f877,c175,50,TIGR6.1_LOC_Os03g57420.1,,,
877,f877,c175,50,TIGR6.1_LOC_Os07g06590.1,,,
877,f877,c175,50,TIGR6.1_LOC_Os07g06590.3,,,
877,f877,c175,50,vitis_VV00G44700,,,
878,f878,c1760,25,tair10_AT1G14455.1,,?,
878,f878,c1760,25,tair10_AT2G02498.1,,,
878,f878,c1760,25,tair10_AT2G19802.1,,?,
879,f879,c1761,45,RAP2_Os06t0180200-00,,,
879,f879,c1761,45,TIGR6.1_LOC_Os06g08200.1,,,
879,f879,c1761,45,TIGR6.1_LOC_Os06g08210.1,,,
880,f880,c1762,39,maize_GRMZM2G119311_P01,,,
880,f880,c1762,39,RAP2_Os02t0708000-01,,,
880,f880,c1762,39,TIGR6.1_LOC_Os02g47830.1,,,
881,f881,c1763,42,maize_GRMZM2G339327_P01,,,
881,f881,c1763,42,RAP2_Os11t0181200-01,,,
881,f881,c1763,42,TIGR6.1_LOC_Os11g07911.1,,,
882,f882,c1764,50,RAP2_Os01t0363500-01,,,
882,f882,c1764,50,RAP2_Os01t0363500-02,,,
882,f882,c1764,50,RAP2_Os01t0363500-04,,,
883,f883,c1765,49,RAP2_Os02t0227300-00,,,
883,f883,c1765,49,TIGR6.1_LOC_Os02g13390.1,,,
883,f883,c1765,49,TIGR6.1_LOC_Os07g45470.1,,,
884,f884,c1766,49,TIGR6.1_LOC_Os05g18190.1,,,
884,f884,c1766,49,TIGR6.1_LOC_Os08g29270.1,,,
884,f884,c1766,49,TIGR6.1_LOC_Os11g03020.1,,,
885,f885,c1767,15,maize_GRMZM2G030310_P01,,,
885,f885,c1767,15,maize_GRMZM2G038034_P01,,,
885,f885,c1767,15,maize_GRMZM5G880369_P01,,,
886,f886,c1768,48,POPTR_0008s05430.1,,,
886,f886,c1768,48,POPTR_0010s21320.1,,,
886,f886,c1768,48,POPTR_0010s21330.1,,,
887,f887,c1769,45,maize_GRMZM2G413829_P01,,,
887,f887,c1769,45,RAP2_Os02t0255900-01,,,
887,f887,c1769,45,TIGR6.1_LOC_Os02g15670.1,,,
888,f888,c176,31,maize_GRMZM2G022014_P01,,,
888,f888,c176,31,maize_GRMZM2G022014_P02,,,
888,f888,c176,31,maize_GRMZM2G022014_P03,,,
888,f888,c176,31,maize_GRMZM2G022014_P04,,,
888,f888,c176,31,maize_GRMZM2G700806_P01,,,
888,f888,c176,31,maize_GRMZM5G844316_P03,,,
888,f888,c176,31,POPTR_0002s26390.1,,,
888,f888,c176,31,POPTR_0002s26410.1,,,
888,f888,c176,31,POPTR_0002s26410.2,,,
888,f888,c176,31,RAP2_Os07t0446900-00,,,
888,f888,c176,31,RAP2_Os07t0447200-01,,,
888,f888,c176,31,tair10_AT1G06515.1,,?,
888,f888,c176,31,tair10_AT1G06515.2,,,
888,f888,c176,31,tair10_AT2G30942.1,,?,
888,f888,c176,31,TIGR6.1_LOC_Os04g43824.1,,,
888,f888,c176,31,TIGR6.1_LOC_Os07g26520.1,,,
888,f888,c176,31,TIGR6.1_LOC_Os07g26550.1,,,
888,f888,c176,31,vitis_VV04G10690,,,
889,f889,c1770,28,maize_AC217910.3_FGP007,,,
889,f889,c1770,28,maize_GRMZM2G332057_P01,,,
889,f889,c1770,28,maize_GRMZM2G413339_P01,,,
890,f890,c1771,30,vitis_VV00G56310,,,
890,f890,c1771,30,vitis_VV12G13280,,,
890,f890,c1771,30,vitis_VV12G13430,,,
891,f891,c1772,37,maize_GRMZM2G467069_P04,,,
891,f891,c1772,37,maize_GRMZM2G472603_P01,,,
891,f891,c1772,37,maize_GRMZM5G874348_P01,,,
892,f892,c1773,41,maize_GRMZM2G038761_P01,,,
892,f892,c1773,41,maize_GRMZM2G038761_P02,,,
892,f892,c1773,41,maize_GRMZM2G178859_P04,,,
893,f893,c1774,40,POPTR_0007s04540.1,,,
893,f893,c1774,40,RAP2_Os04t0295000-01,,,
893,f893,c1774,40,TIGR6.1_LOC_Os04g22860.1,,,
894,f894,c1775,46,maize_GRMZM2G175019_P01,,,
894,f894,c1775,46,RAP2_Os07t0164200-01,,,
894,f894,c1775,46,TIGR6.1_LOC_Os07g06990.1,,,
895,f895,c1776,50,maize_GRMZM2G065866_P01,,,
895,f895,c1776,50,maize_GRMZM2G330973_P01,,,
895,f895,c1776,50,maize_GRMZM5G838812_P01,,,
896,f896,c1777,38,maize_GRMZM5G818511_P01,,,
896,f896,c1777,38,RAP2_Os08t0226600-01,,,
896,f896,c1777,38,TIGR6.1_LOC_Os08g13014.1,,,
897,f897,c1778,50,RAP2_Os12t0569000-00,,,
897,f897,c1778,50,TIGR6.1_LOC_Os10g12090.1,,,
897,f897,c1778,50,TIGR6.1_LOC_Os12g38130.1,,,
898,f898,c1779,40,maize_AC215302.3_FGP001,,,
898,f898,c1779,40,maize_AC215302.3_FGP004,,,
898,f898,c1779,40,maize_GRMZM2G133113_P01,,,
899,f899,c177,27,maize_AC191246.3_FGP002,,,
899,f899,c177,27,maize_GRMZM2G492319_P01,,,
899,f899,c177,27,maize_GRMZM2G526055_P01,,,
899,f899,c177,27,maize_GRMZM2G533705_P01,,,
899,f899,c177,27,maize_GRMZM2G583632_P01,,,
899,f899,c177,27,maize_GRMZM5G803074_P01,,,
899,f899,c177,27,maize_GRMZM5G817142_P01,,,
899,f899,c177,27,maize_GRMZM5G819278_P01,,,
899,f899,c177,27,maize_GRMZM5G829930_P01,,,
899,f899,c177,27,maize_GRMZM5G830255_P01,,,
899,f899,c177,27,maize_GRMZM5G875420_P01,,,
899,f899,c177,27,maize_GRMZM5G878053_P01,,,
899,f899,c177,27,maize_GRMZM5G880123_P01,,,
899,f899,c177,27,maize_GRMZM5G883326_P01,,,
899,f899,c177,27,maize_GRMZM5G884549_P01,,,
899,f899,c177,27,maize_GRMZM5G886865_P01,,,
899,f899,c177,27,maize_GRMZM5G890758_P01,,,
899,f899,c177,27,maize_GRMZM5G899886_P01,,,
900,f900,c1780,35,maize_GRMZM2G018366_P01,,,
900,f900,c1780,35,maize_GRMZM2G381357_P01,,,
900,f900,c1780,35,TIGR6.1_LOC_Os09g30050.1,,,
901,f901,c1781,48,maize_GRMZM2G132077_P01,,,
901,f901,c1781,48,RAP2_Os12t0569200-01,,,
901,f901,c1781,48,TIGR6.1_LOC_Os12g38140.1,,,
902,f902,c1782,46,tair10_AT2G14282.1,SCRL,? in both,SCRL
902,f902,c1782,46,tair10_AT2G25685.1,SCRL,? in both,SCRL
902,f902,c1782,46,tair10_AT3G27503.1,SCRL,? in both,SCRL
903,f903,c1784,39,maize_GRMZM2G485787_P01,,,
903,f903,c1784,39,maize_GRMZM2G508082_P01,,,
903,f903,c1784,39,maize_GRMZM2G540075_P01,,,
904,f904,c1785,21,maize_GRMZM2G548321_P01,,,
904,f904,c1785,21,POPTR_0005s10890.1,,,
904,f904,c1785,21,POPTR_0008s19470.1,,,
905,f905,c1786,35,maize_GRMZM2G062474_P01,,,
905,f905,c1786,35,maize_GRMZM2G113148_P01,,,
905,f905,c1786,35,maize_GRMZM2G162677_P02,,,
906,f906,c1788,30,maize_GRMZM2G489511_P01,,,
906,f906,c1788,30,maize_GRMZM2G503670_P01,,,
906,f906,c1788,30,maize_GRMZM2G540681_P01,,,
907,f907,c1789,39,maize_GRMZM2G032998_P01,,,
907,f907,c1789,39,POPTR_0015s15875.1,,,
907,f907,c1789,39,TIGR6.1_LOC_Os08g05370.1,,,
908,f908,c178,25,maize_GRMZM2G483572_P01,,,
908,f908,c178,25,maize_GRMZM2G483708_P01,,,
908,f908,c178,25,maize_GRMZM2G490047_P01,,,
908,f908,c178,25,maize_GRMZM2G494947_P01,,,
908,f908,c178,25,maize_GRMZM2G495333_P01,,,
908,f908,c178,25,maize_GRMZM2G497905_P01,,,
908,f908,c178,25,maize_GRMZM2G501219_P01,,,
908,f908,c178,25,maize_GRMZM2G505204_P01,,,
908,f908,c178,25,maize_GRMZM2G514558_P01,,,
908,f908,c178,25,maize_GRMZM2G517493_P01,,,
908,f908,c178,25,maize_GRMZM2G520932_P01,,,
908,f908,c178,25,maize_GRMZM2G528538_P01,,,
908,f908,c178,25,maize_GRMZM2G547873_P01,,,
908,f908,c178,25,maize_GRMZM2G555377_P01,,,
908,f908,c178,25,maize_GRMZM2G566914_P01,,,
908,f908,c178,25,maize_GRMZM2G570757_P01,,,
908,f908,c178,25,maize_GRMZM2G585430_P01,,,
908,f908,c178,25,maize_GRMZM2G590581_P01,,,
909,f909,c1790,50,maize_GRMZM2G116704_P01,,,
909,f909,c1790,50,maize_GRMZM2G494910_P01,,,
909,f909,c1790,50,maize_GRMZM5G811002_P01,,,
910,f910,c1791,50,RAP2_Os12t0223300-01,,,
910,f910,c1791,50,TIGR6.1_LOC_Os12g12170.1,,,
910,f910,c1791,50,TIGR6.1_LOC_Os12g12170.2,,,
911,f911,c1792,49,maize_GRMZM2G120973_P05,,,
911,f911,c1792,49,maize_GRMZM5G871419_P01,,,
911,f911,c1792,49,maize_GRMZM5G871419_P02,,,
912,f912,c1793,16,POPTR_0008s05230.1,,,
912,f912,c1793,16,POPTR_0008s05230.2,,,
912,f912,c1793,16,POPTR_0008s05230.3,,,
913,f913,c1794,12,maize_AC191306.3_FGP004,,,
913,f913,c1794,12,maize_GRMZM2G303730_P01,,,
913,f913,c1794,12,maize_GRMZM5G808830_P01,,,
914,f914,c1795,30,RAP2_Os03t0778300-00,,,
914,f914,c1795,30,TIGR6.1_LOC_Os03g56690.1,,,
914,f914,c1795,30,TIGR6.1_LOC_Os03g57360.1,,,
915,f915,c1796,36,maize_GRMZM2G118534_P01,,,
915,f915,c1796,36,maize_GRMZM2G118534_P02,,,
915,f915,c1796,36,maize_GRMZM2G161530_P01,,,
916,f916,c1797,41,maize_GRMZM2G100829_P01,,,
916,f916,c1797,41,maize_GRMZM2G168578_P01,,,
916,f916,c1797,41,maize_GRMZM2G508740_P01,,,
917,f917,c1798,31,TIGR6.1_LOC_Os02g28480.1,,,
917,f917,c1798,31,TIGR6.1_LOC_Os02g53920.1,,,
917,f917,c1798,31,TIGR6.1_LOC_Os05g19510.1,,,
918,f918,c1799,31,maize_AC188982.3_FGP004,,,
918,f918,c1799,31,maize_AC188982.3_FGP005,,,
918,f918,c1799,31,maize_GRMZM2G411913_P01,,,
919,f919,c179,41,maize_AC233908.1_FGP001,,,
919,f919,c179,41,maize_GRMZM2G054120_P01,,,
919,f919,c179,41,maize_GRMZM2G060190_P01,,,
919,f919,c179,41,maize_GRMZM2G107591_P02,,,
919,f919,c179,41,maize_GRMZM2G118119_P01,,,
919,f919,c179,41,maize_GRMZM2G151671_P01,,,
919,f919,c179,41,maize_GRMZM2G151671_P02,,,
919,f919,c179,41,maize_GRMZM2G556000_P01,,,
919,f919,c179,41,maize_GRMZM5G843434_P01,,,
919,f919,c179,41,POPTR_0009s12270.1,,,
919,f919,c179,41,RAP2_Os01t0260800-01,,,
919,f919,c179,41,RAP2_Os11t0323860-01,,,
919,f919,c179,41,RAP2_Os11t0412484-01,,,
919,f919,c179,41,tair10_AT2G16385.1,,?,
919,f919,c179,41,tair10_AT4G34600.1,,?,
919,f919,c179,41,TIGR6.1_LOC_Os01g15610.1,,,
919,f919,c179,41,TIGR6.1_LOC_Os11g21804.1,,,
920,f920,c1800,49,maize_AC234169.1_FGP004,,,
920,f920,c1800,49,RAP2_Os02t0497400-00,,,
920,f920,c1800,49,TIGR6.1_LOC_Os02g29450.1,,,
921,f921,c1801,41,POPTR_0006s14280.1,,,
921,f921,c1801,41,POPTR_0012s08270.1,,,
921,f921,c1801,41,TIGR6.1_LOC_Os05g31540.1,,,
922,f922,c1802,46,RAP2_Os10t0193500-01,,,
922,f922,c1802,46,TIGR6.1_LOC_Os10g11730.1,,,
922,f922,c1802,46,TIGR6.1_LOC_Os10g11750.1,,,
923,f923,c1803,47,TIGR6.1_LOC_Os02g29990.1,,,
923,f923,c1803,47,TIGR6.1_LOC_Os04g12330.1,,,
923,f923,c1803,47,TIGR6.1_LOC_Os10g08200.1,,,
924,f924,c1804,41,maize_GRMZM2G038846_P04,,,
924,f924,c1804,41,POPTR_0021s00670.1,,,
924,f924,c1804,41,vitis_VV04G14350,,,
925,f925,c1805,50,RAP2_Os07t0656800-01,,,
925,f925,c1805,50,TIGR6.1_LOC_Os07g46340.3,,,
925,f925,c1805,50,TIGR6.1_LOC_Os07g46340.4,,,
926,f926,c1806,50,RAP2_Os02t0519300-01,,,
926,f926,c1806,50,RAP2_Os02t0519300-02,,,
926,f926,c1806,50,TIGR6.1_LOC_Os02g31960.3,,,
927,f927,c1807,38,maize_AC208031.3_FGP003,,,
927,f927,c1807,38,RAP2_Os09t0473650-01,,,
927,f927,c1807,38,vitis_VV01G11160,,,
928,f928,c1808,38,maize_GRMZM2G116632_P02,,,
928,f928,c1808,38,maize_GRMZM2G178289_P01,,,
928,f928,c1808,38,maize_GRMZM2G178289_P02,,,
929,f929,c1809,37,maize_GRMZM2G152141_P01,,,
929,f929,c1809,37,RAP2_Os04t0445300-01,,,
929,f929,c1809,37,TIGR6.1_LOC_Os04g36770.1,,,
930,f930,c180,48,maize_GRMZM2G065956_P01,,,
930,f930,c180,48,maize_GRMZM2G171501_P01,,,
930,f930,c180,48,maize_GRMZM2G360021_P01,,,
930,f930,c180,48,maize_GRMZM5G826801_P01,,,
930,f930,c180,48,maize_GRMZM5G826801_P02,,,
930,f930,c180,48,RAP2_Os03t0734400-01,,,
930,f930,c180,48,RAP2_Os05t0554100-01,,,
930,f930,c180,48,RAP2_Os05t0554100-02,,,
930,f930,c180,48,RAP2_Os05t0568300-00,,,
930,f930,c180,48,RAP2_Os07t0626100-01,,,
930,f930,c180,48,tair10_AT3G27840.1,,,
930,f930,c180,48,TIGR6.1_LOC_Os01g47330.1,,,
930,f930,c180,48,TIGR6.1_LOC_Os03g52400.1,,,
930,f930,c180,48,TIGR6.1_LOC_Os05g48050.1,,,
930,f930,c180,48,TIGR6.1_LOC_Os05g49320.1,,,
930,f930,c180,48,TIGR6.1_LOC_Os07g43310.1,,,
930,f930,c180,48,vitis_VV14G13880,,,
931,f931,c1810,47,RAP2_Os01t0258100-01,,,
931,f931,c1810,47,RAP2_Os01t0258100-02,,,
931,f931,c1810,47,RAP2_Os02t0504050-01,,,
932,f932,c1811,17,maize_GRMZM2G050674_P01,,,
932,f932,c1811,17,POPTR_0004s00340.1,,,
932,f932,c1811,17,tair10_AT1G18773.1,,,
933,f933,c1812,34,RAP2_Os04t0174200-01,,,
933,f933,c1812,34,RAP2_Os06t0516301-00,,,
933,f933,c1812,34,RAP2_Os09t0390400-01,,,
934,f934,c1813,50,RAP2_Os02t0305900-00,,,
934,f934,c1813,50,RAP2_Os02t0306200-00,,,
934,f934,c1813,50,RAP2_Os08t0534500-00,,,
935,f935,c1814,43,RAP2_Os08t0158600-01,,,
935,f935,c1814,43,RAP2_Os08t0180950-00,,,
935,f935,c1814,43,TIGR6.1_LOC_Os08g06210.1,,,
936,f936,c1815,48,RAP2_Os04t0478000-01,,,
936,f936,c1815,48,RAP2_Os10t0328100-00,,,
936,f936,c1815,48,TIGR6.1_LOC_Os10g18090.1,,,
937,f937,c1816,33,TIGR6.1_LOC_Os02g36740.4,,,
937,f937,c1816,33,TIGR6.1_LOC_Os02g36740.5,,,
937,f937,c1816,33,TIGR6.1_LOC_Os02g36740.7,,,
938,f938,c1817,42,maize_GRMZM2G131746_P01,,,
938,f938,c1817,42,RAP2_Os02t0581800-01,,,
938,f938,c1817,42,TIGR6.1_LOC_Os02g37100.1,,,
939,f939,c1818,23,maize_GRMZM2G429982_P01,,,
939,f939,c1818,23,RAP2_Os12t0629600-00,,,
939,f939,c1818,23,TIGR6.1_LOC_Os02g44800.1,,,
940,f940,c1819,31,RAP2_Os03t0710300-00,,,
940,f940,c1819,31,TIGR6.1_LOC_Os03g50240.1,,,
940,f940,c1819,31,TIGR6.1_LOC_Os12g13600.1,,,
941,f941,c181,44,maize_GRMZM2G001096_P01,,,
941,f941,c181,44,maize_GRMZM2G003810_P01,,,
941,f941,c181,44,maize_GRMZM2G012027_P01,,,
941,f941,c181,44,maize_GRMZM2G023825_P01,,,
941,f941,c181,44,maize_GRMZM2G033192_P01,,,
941,f941,c181,44,maize_GRMZM2G044452_P01,,,
941,f941,c181,44,maize_GRMZM2G053109_P01,,,
941,f941,c181,44,maize_GRMZM2G068778_P01,,,
941,f941,c181,44,maize_GRMZM2G071382_P01,,,
941,f941,c181,44,maize_GRMZM2G137504_P01,,,
941,f941,c181,44,maize_GRMZM2G177364_P01,,,
941,f941,c181,44,maize_GRMZM2G180251_P01,,,
941,f941,c181,44,maize_GRMZM2G180251_P02,,,
941,f941,c181,44,maize_GRMZM2G430269_P01,,,
941,f941,c181,44,maize_GRMZM2G500830_P01,,,
941,f941,c181,44,maize_GRMZM2G528814_P01,,,
941,f941,c181,44,maize_GRMZM2G553185_P01,,,
942,f942,c1820,42,RAP2_Os03t0714500-00,,,
942,f942,c1820,42,RAP2_Os03t0714701-00,,,
942,f942,c1820,42,TIGR6.1_LOC_Os03g50630.1,,,
943,f943,c1821,29,RAP2_Os09t0491822-00,,,
943,f943,c1821,29,RAP2_Os09t0491836-00,,,
943,f943,c1821,29,TIGR6.1_LOC_Os09g31522.1,,,
944,f944,c1822,48,maize_GRMZM2G044783_P01,,,
944,f944,c1822,48,maize_GRMZM2G121704_P01,,,
944,f944,c1822,48,maize_GRMZM2G121704_P02,,,
945,f945,c1824,32,maize_AC233979.1_FGP008,,,
945,f945,c1824,32,maize_GRMZM2G024517_P01,,,
945,f945,c1824,32,RAP2_Os04t0586100-01,,,
946,f946,c1825,30,maize_GRMZM2G012841_P07,,,
946,f946,c1825,30,tair10_AT3G07580.2,,,
946,f946,c1825,30,TIGR6.1_LOC_Os02g38750.1,,,
947,f947,c1826,50,maize_GRMZM2G129092_P01,,,
947,f947,c1826,50,maize_GRMZM2G164929_P01,,,
